"time (s)","VT("/vhold") (V)"
0.00000,0.00000
1.0E-8,4.712E-14
3.0E-8,3.299E-13
7.0E-8,1.272E-12
1.5E-7,5.419E-12
3.1E-7,2.276E-11
6.3E-7,9.362E-11
1.01E-6,2.404E-10
1.02E-6,4.756E-6
1.03E-6,9.839E-6
1.043E-6,1.581E-5
1.055E-6,2.175E-5
1.079E-6,3.382E-5
1.127E-6,5.878E-5
1.223E-6,1.119E-4
1.416E-6,2.311E-4
1.708E-6,4.448E-4
2.0E-6,6.978E-4
2.010E-6,0.09399
2.017E-6,0.09399
2.026E-6,0.09399
2.034E-6,0.09399
2.051E-6,0.09399
2.084E-6,0.09399
2.151E-6,0.09399
2.284E-6,0.09399
2.551E-6,0.09399
3.010E-6,0.09399
3.02E-6,0.09400
3.031E-6,0.09400
3.043E-6,0.09401
3.055E-6,0.09401
3.079E-6,0.09402
3.128E-6,0.09405
3.224E-6,0.09410
3.418E-6,0.09422
3.709E-6,0.09443
4.0E-6,0.09468
4.01E-6,0.1865
4.017E-6,0.1865
4.026E-6,0.1865
4.034E-6,0.1865
4.051E-6,0.1865
4.085E-6,0.1865
4.152E-6,0.1865
4.286E-6,0.1865
4.555E-6,0.1865
5.01E-6,0.1865
5.020E-6,0.1865
5.031E-6,0.1865
5.043E-6,0.1865
5.055E-6,0.1865
5.08E-6,0.1865
5.129E-6,0.1866
5.228E-6,0.1866
5.424E-6,0.1867
5.712E-6,0.1869
6.0E-6,0.1872
6.01E-6,0.2761
6.018E-6,0.2761
6.026E-6,0.2761
6.035E-6,0.2761
6.052E-6,0.2761
6.086E-6,0.2761
6.154E-6,0.2761
6.291E-6,0.2761
6.564E-6,0.2761
7.01E-6,0.2761
7.020E-6,0.2761
7.031E-6,0.2761
7.044E-6,0.2761
7.056E-6,0.2761
7.082E-6,0.2761
7.132E-6,0.2761
7.233E-6,0.2762
7.434E-6,0.2763
7.717E-6,0.2765
8.0E-6,0.2767
8.01E-6,0.3613
8.015E-6,0.3613
8.02E-6,0.3613
8.022E-6,0.3613
8.026E-6,0.3613
8.028E-6,0.3613
8.03E-6,0.3613
8.032E-6,0.3613
8.034E-6,0.3613
8.036E-6,0.3613
8.041E-6,0.3613
8.049E-6,0.3613
8.067E-6,0.3613
8.102E-6,0.3613
8.172E-6,0.3613
8.312E-6,0.3613
8.591E-6,0.3613
9.01E-6,0.3613
9.02E-6,0.3613
9.031E-6,0.3613
9.045E-6,0.3613
9.058E-6,0.3613
9.084E-6,0.3613
9.136E-6,0.3614
9.24E-6,0.3614
9.449E-6,0.3615
9.724E-6,0.3617
1.0E-5,0.3619
1.001E-5,0.4408
1.002E-5,0.4408
1.003E-5,0.4408
1.004E-5,0.4408
1.005E-5,0.4408
1.009E-5,0.4408
1.016E-5,0.4408
1.031E-5,0.4408
1.06E-5,0.4408
1.101E-5,0.4408
1.102E-5,0.4408
1.103E-5,0.4408
1.105E-5,0.4408
1.106E-5,0.4409
1.109E-5,0.4409
1.114E-5,0.4409
1.125E-5,0.4409
1.147E-5,0.4410
1.173E-5,0.4412
1.2E-5,0.4414
1.201E-5,0.5134
1.202E-5,0.5134
1.203E-5,0.5134
1.204E-5,0.5134
1.206E-5,0.5134
1.209E-5,0.5134
1.217E-5,0.5134
1.232E-5,0.5134
1.263E-5,0.5134
1.301E-5,0.5134
1.302E-5,0.5134
1.303E-5,0.5134
1.305E-5,0.5134
1.306E-5,0.5134
1.309E-5,0.5134
1.315E-5,0.5135
1.327E-5,0.5135
1.35E-5,0.5136
1.375E-5,0.5137
1.400E-5,0.5139
1.401E-5,0.5779
1.402E-5,0.5779
1.402E-5,0.5779
1.403E-5,0.5779
1.403E-5,0.5779
1.403E-5,0.5779
1.404E-5,0.5779
1.404E-5,0.5779
1.404E-5,0.5779
1.405E-5,0.5779
1.408E-5,0.5779
1.412E-5,0.5779
1.421E-5,0.5779
1.438E-5,0.5779
1.473E-5,0.5779
1.501E-5,0.5779
1.502E-5,0.5779
1.503E-5,0.5779
1.505E-5,0.5779
1.507E-5,0.5779
1.51E-5,0.5779
1.516E-5,0.5779
1.529E-5,0.5780
1.554E-5,0.5781
1.6E-5,0.5783
1.601E-5,0.6332
1.602E-5,0.6332
1.603E-5,0.6332
1.604E-5,0.6332
1.606E-5,0.6332
1.611E-5,0.6332
1.62E-5,0.6332
1.637E-5,0.6332
1.672E-5,0.6332
1.701E-5,0.6332
1.702E-5,0.6332
1.704E-5,0.6333
1.706E-5,0.6333
1.708E-5,0.6333
1.712E-5,0.6333
1.72E-5,0.6333
1.735E-5,0.6333
1.767E-5,0.6335
1.8E-5,0.6336
1.801E-5,0.6786
1.802E-5,0.6786
1.803E-5,0.6786
1.805E-5,0.6786
1.807E-5,0.6786
1.812E-5,0.6786
1.822E-5,0.6786
1.841E-5,0.6786
1.871E-5,0.6786
1.901E-5,0.6786
1.902E-5,0.6786
1.904E-5,0.6786
1.906E-5,0.6786
1.908E-5,0.6786
1.913E-5,0.6786
1.921E-5,0.6787
1.939E-5,0.6787
1.973E-5,0.6788
2.0E-5,0.6789
2.001E-5,0.7133
2.002E-5,0.7133
2.004E-5,0.7133
2.005E-5,0.7133
2.008E-5,0.7133
2.014E-5,0.7133
2.025E-5,0.7133
2.048E-5,0.7133
2.074E-5,0.7133
2.101E-5,0.7133
2.102E-5,0.7133
2.104E-5,0.7133
2.107E-5,0.7133
2.109E-5,0.7133
2.114E-5,0.7133
2.124E-5,0.7133
2.144E-5,0.7134
2.172E-5,0.7134
2.2E-5,0.7135
2.201E-5,0.7367
2.203E-5,0.7367
2.205E-5,0.7367
2.207E-5,0.7367
2.211E-5,0.7367
2.219E-5,0.7367
2.235E-5,0.7367
2.266E-5,0.7367
2.301E-5,0.7367
2.302E-5,0.7367
2.304E-5,0.7367
2.308E-5,0.7367
2.311E-5,0.7367
2.318E-5,0.7367
2.331E-5,0.7367
2.357E-5,0.7368
2.4E-5,0.7368
2.401E-5,0.7485
2.403E-5,0.7485
2.406E-5,0.7485
2.408E-5,0.7485
2.414E-5,0.7485
2.424E-5,0.7485
2.445E-5,0.7485
2.473E-5,0.7485
2.501E-5,0.7485
2.502E-5,0.7485
2.504E-5,0.7485
2.508E-5,0.7485
2.514E-5,0.7485
2.525E-5,0.7485
2.547E-5,0.7485
2.574E-5,0.7485
2.6E-5,0.7485
2.601E-5,0.7485
2.603E-5,0.7485
2.607E-5,0.7485
2.615E-5,0.7485
2.631E-5,0.7485
2.663E-5,0.7485
2.701E-5,0.7485
2.702E-5,0.7485
2.704E-5,0.7485
2.708E-5,0.7485
2.712E-5,0.7485
2.72E-5,0.7485
2.735E-5,0.7485
2.766E-5,0.7485
2.800E-5,0.7484
2.801E-5,0.7367
2.803E-5,0.7367
2.806E-5,0.7367
2.808E-5,0.7367
2.814E-5,0.7367
2.824E-5,0.7367
2.845E-5,0.7367
2.873E-5,0.7367
2.901E-5,0.7367
2.902E-5,0.7367
2.904E-5,0.7367
2.908E-5,0.7367
2.911E-5,0.7367
2.917E-5,0.7367
2.928E-5,0.7367
2.952E-5,0.7366
2.976E-5,0.7366
3.0E-5,0.7366
3.001E-5,0.7133
3.003E-5,0.7133
3.005E-5,0.7133
3.007E-5,0.7133
3.011E-5,0.7133
3.019E-5,0.7133
3.035E-5,0.7133
3.067E-5,0.7133
3.101E-5,0.7133
3.102E-5,0.7133
3.104E-5,0.7133
3.106E-5,0.7133
3.109E-5,0.7133
3.113E-5,0.7133
3.123E-5,0.7133
3.141E-5,0.7132
3.17E-5,0.7131
3.2E-5,0.7130
3.201E-5,0.6786
3.202E-5,0.6786
3.204E-5,0.6786
3.205E-5,0.6786
3.208E-5,0.6786
3.214E-5,0.6786
3.225E-5,0.6786
3.248E-5,0.6786
3.274E-5,0.6786
3.301E-5,0.6786
3.302E-5,0.6786
3.304E-5,0.6786
3.306E-5,0.6786
3.308E-5,0.6786
3.312E-5,0.6786
3.320E-5,0.6786
3.337E-5,0.6785
3.37E-5,0.6784
3.4E-5,0.6783
3.401E-5,0.6332
3.402E-5,0.6332
3.403E-5,0.6332
3.405E-5,0.6332
3.407E-5,0.6332
3.412E-5,0.6332
3.422E-5,0.6332
3.441E-5,0.6332
3.471E-5,0.6332
3.501E-5,0.6332
3.502E-5,0.6332
3.503E-5,0.6332
3.505E-5,0.6332
3.507E-5,0.6332
3.510E-5,0.6332
3.517E-5,0.6332
3.530E-5,0.6332
3.556E-5,0.6331
3.6E-5,0.6328
3.601E-5,0.5779
3.602E-5,0.5779
3.603E-5,0.5779
3.604E-5,0.5779
3.606E-5,0.5779
3.611E-5,0.5779
3.62E-5,0.5779
3.637E-5,0.5779
3.672E-5,0.5779
3.701E-5,0.5779
3.702E-5,0.5779
3.703E-5,0.5779
3.705E-5,0.5779
3.706E-5,0.5779
3.709E-5,0.5779
3.715E-5,0.5778
3.727E-5,0.5778
3.752E-5,0.5777
3.776E-5,0.5776
3.800E-5,0.5774
3.801E-5,0.5134
3.802E-5,0.5134
3.802E-5,0.5134
3.803E-5,0.5134
3.803E-5,0.5134
3.803E-5,0.5134
3.804E-5,0.5134
3.804E-5,0.5134
3.804E-5,0.5134
3.805E-5,0.5134
3.808E-5,0.5134
3.812E-5,0.5134
3.821E-5,0.5134
3.838E-5,0.5134
3.873E-5,0.5134
3.901E-5,0.5134
3.902E-5,0.5134
3.903E-5,0.5134
3.905E-5,0.5134
3.906E-5,0.5134
3.909E-5,0.5134
3.914E-5,0.5134
3.926E-5,0.5133
3.948E-5,0.5132
3.974E-5,0.5131
4.0E-5,0.5129
4.001E-5,0.4408
4.002E-5,0.4408
4.003E-5,0.4408
4.004E-5,0.4408
4.006E-5,0.4408
4.009E-5,0.4408
4.017E-5,0.4408
4.032E-5,0.4408
4.063E-5,0.4408
4.101E-5,0.4408
4.102E-5,0.4408
4.103E-5,0.4408
4.105E-5,0.4408
4.106E-5,0.4408
4.109E-5,0.4408
4.114E-5,0.4408
4.125E-5,0.4407
4.146E-5,0.4406
4.173E-5,0.4405
4.2E-5,0.4403
4.201E-5,0.3613
4.202E-5,0.3613
4.203E-5,0.3613
4.204E-5,0.3613
4.205E-5,0.3613
4.209E-5,0.3613
4.216E-5,0.3613
4.231E-5,0.3613
4.26E-5,0.3613
4.301E-5,0.3613
4.302E-5,0.3613
4.303E-5,0.3613
4.304E-5,0.3613
4.306E-5,0.3613
4.308E-5,0.3613
4.313E-5,0.3613
4.324E-5,0.3612
4.344E-5,0.3611
4.372E-5,0.3609
4.4E-5,0.3607
4.401E-5,0.2761
4.402E-5,0.2761
4.402E-5,0.2761
4.402E-5,0.2761
4.403E-5,0.2761
4.403E-5,0.2761
4.403E-5,0.2761
4.403E-5,0.2761
4.403E-5,0.2761
4.404E-5,0.2761
4.404E-5,0.2761
4.405E-5,0.2761
4.407E-5,0.2761
4.41E-5,0.2761
4.417E-5,0.2761
4.431E-5,0.2761
4.459E-5,0.2761
4.501E-5,0.2761
4.502E-5,0.2761
4.503E-5,0.2761
4.504E-5,0.2761
4.506E-5,0.2761
4.508E-5,0.2761
4.513E-5,0.2760
4.523E-5,0.2760
4.543E-5,0.2759
4.571E-5,0.2757
4.600E-5,0.2754
4.601E-5,0.1865
4.602E-5,0.1865
4.603E-5,0.1865
4.603E-5,0.1865
4.605E-5,0.1865
4.609E-5,0.1865
4.615E-5,0.1865
4.629E-5,0.1865
4.656E-5,0.1865
4.701E-5,0.1865
4.702E-5,0.1865
4.703E-5,0.1865
4.704E-5,0.1865
4.706E-5,0.1865
4.708E-5,0.1865
4.713E-5,0.1865
4.723E-5,0.1864
4.742E-5,0.1863
4.771E-5,0.1861
4.8E-5,0.1858
4.801E-5,0.09401
4.802E-5,0.09401
4.803E-5,0.09401
4.803E-5,0.09401
4.805E-5,0.09401
4.808E-5,0.09401
4.815E-5,0.09401
4.829E-5,0.09401
4.855E-5,0.09401
4.901E-5,0.09401
4.902E-5,0.09400
4.903E-5,0.09400
4.904E-5,0.09399
4.905E-5,0.09399
4.908E-5,0.09397
4.913E-5,0.09395
4.922E-5,0.09390
4.942E-5,0.09378
4.971E-5,0.09356
5.0E-5,0.09331
5.001E-5,8.813E-6
5.002E-5,8.812E-6
5.003E-5,8.812E-6
5.003E-5,8.812E-6
5.005E-5,8.812E-6
5.008E-5,8.812E-6
5.015E-5,8.812E-6
5.028E-5,8.812E-6
5.055E-5,8.812E-6
5.101E-5,8.811E-6
5.102E-5,4.055E-6
5.103E-5,-1.029E-6
5.104E-5,-5.904E-6
5.104E-5,-7.607E-6
5.105E-5,-9.215E-6
5.105E-5,-1.083E-5
5.105E-5,-1.203E-5
5.106E-5,-1.341E-5
5.106E-5,-1.477E-5
5.106E-5,-1.749E-5
5.107E-5,-2.298E-5
5.11E-5,-3.412E-5
5.114E-5,-5.707E-5
5.123E-5,-1.056E-4
5.14E-5,-2.133E-4
5.175E-5,-4.709E-4
5.2E-5,-6.891E-4
5.201E-5,-0.09400
5.202E-5,-0.09400
5.203E-5,-0.09400
5.203E-5,-0.09400
5.205E-5,-0.09400
5.208E-5,-0.09400
5.215E-5,-0.09400
5.228E-5,-0.09400
5.255E-5,-0.09400
5.301E-5,-0.09400
5.302E-5,-0.09400
5.303E-5,-0.09400
5.304E-5,-0.09401
5.305E-5,-0.09402
5.308E-5,-0.09403
5.313E-5,-0.09405
5.322E-5,-0.09411
5.342E-5,-0.09422
5.371E-5,-0.09444
5.4E-5,-0.09468
5.401E-5,-0.1865
5.402E-5,-0.1865
5.403E-5,-0.1865
5.403E-5,-0.1865
5.405E-5,-0.1865
5.408E-5,-0.1865
5.415E-5,-0.1865
5.429E-5,-0.1865
5.455E-5,-0.1865
5.501E-5,-0.1865
5.502E-5,-0.1865
5.503E-5,-0.1865
5.504E-5,-0.1865
5.506E-5,-0.1865
5.508E-5,-0.1865
5.513E-5,-0.1866
5.523E-5,-0.1866
5.542E-5,-0.1867
5.571E-5,-0.1869
5.600E-5,-0.1872
5.601E-5,-0.2761
5.602E-5,-0.2761
5.603E-5,-0.2761
5.603E-5,-0.2761
5.605E-5,-0.2761
5.609E-5,-0.2761
5.615E-5,-0.2761
5.629E-5,-0.2761
5.656E-5,-0.2761
5.701E-5,-0.2761
5.702E-5,-0.2761
5.703E-5,-0.2761
5.704E-5,-0.2761
5.706E-5,-0.2761
5.708E-5,-0.2761
5.713E-5,-0.2761
5.723E-5,-0.2762
5.743E-5,-0.2763
5.772E-5,-0.2765
5.8E-5,-0.2767
5.801E-5,-0.3613
5.802E-5,-0.3613
5.802E-5,-0.3613
5.802E-5,-0.3613
5.803E-5,-0.3613
5.803E-5,-0.3613
5.803E-5,-0.3613
5.803E-5,-0.3613
5.803E-5,-0.3613
5.804E-5,-0.3613
5.804E-5,-0.3613
5.805E-5,-0.3613
5.807E-5,-0.3613
5.810E-5,-0.3613
5.817E-5,-0.3613
5.831E-5,-0.3613
5.859E-5,-0.3613
5.901E-5,-0.3613
5.902E-5,-0.3613
5.903E-5,-0.3613
5.904E-5,-0.3613
5.906E-5,-0.3613
5.908E-5,-0.3613
5.914E-5,-0.3614
5.924E-5,-0.3614
5.945E-5,-0.3615
5.972E-5,-0.3617
6.0E-5,-0.3619
6.001E-5,-0.4408
6.002E-5,-0.4408
6.003E-5,-0.4408
6.004E-5,-0.4408
6.005E-5,-0.4408
6.009E-5,-0.4408
6.016E-5,-0.4408
6.031E-5,-0.4408
6.060E-5,-0.4408
6.101E-5,-0.4408
6.102E-5,-0.4408
6.103E-5,-0.4408
6.105E-5,-0.4408
6.106E-5,-0.4409
6.109E-5,-0.4409
6.114E-5,-0.4409
6.125E-5,-0.4409
6.147E-5,-0.4410
6.173E-5,-0.4412
6.2E-5,-0.4414
6.201E-5,-0.5134
6.202E-5,-0.5134
6.203E-5,-0.5134
6.204E-5,-0.5134
6.206E-5,-0.5134
6.209E-5,-0.5134
6.217E-5,-0.5134
6.232E-5,-0.5134
6.263E-5,-0.5134
6.301E-5,-0.5134
6.302E-5,-0.5134
6.303E-5,-0.5134
6.305E-5,-0.5134
6.306E-5,-0.5134
6.309E-5,-0.5134
6.315E-5,-0.5135
6.327E-5,-0.5135
6.350E-5,-0.5136
6.375E-5,-0.5137
6.4E-5,-0.5139
6.401E-5,-0.5779
6.402E-5,-0.5779
6.402E-5,-0.5779
6.403E-5,-0.5779
6.403E-5,-0.5779
6.403E-5,-0.5779
6.404E-5,-0.5779
6.404E-5,-0.5779
6.404E-5,-0.5779
6.405E-5,-0.5779
6.408E-5,-0.5779
6.412E-5,-0.5779
6.421E-5,-0.5779
6.438E-5,-0.5779
6.473E-5,-0.5779
6.501E-5,-0.5779
6.502E-5,-0.5779
6.503E-5,-0.5779
6.505E-5,-0.5779
6.507E-5,-0.5779
6.51E-5,-0.5779
6.516E-5,-0.5779
6.529E-5,-0.5780
6.554E-5,-0.5781
6.600E-5,-0.5783
6.601E-5,-0.6332
6.602E-5,-0.6332
6.603E-5,-0.6332
6.604E-5,-0.6332
6.606E-5,-0.6332
6.611E-5,-0.6332
6.62E-5,-0.6332
6.637E-5,-0.6332
6.672E-5,-0.6332
6.701E-5,-0.6332
6.702E-5,-0.6332
6.704E-5,-0.6333
6.706E-5,-0.6333
6.708E-5,-0.6333
6.712E-5,-0.6333
6.72E-5,-0.6333
6.735E-5,-0.6333
6.767E-5,-0.6335
6.8E-5,-0.6336
6.801E-5,-0.6786
6.802E-5,-0.6786
6.803E-5,-0.6786
6.805E-5,-0.6786
6.807E-5,-0.6786
6.812E-5,-0.6786
6.822E-5,-0.6786
6.841E-5,-0.6786
6.871E-5,-0.6786
6.901E-5,-0.6786
6.902E-5,-0.6786
6.904E-5,-0.6786
6.906E-5,-0.6786
6.908E-5,-0.6786
6.913E-5,-0.6786
6.921E-5,-0.6787
6.939E-5,-0.6787
6.973E-5,-0.6788
7.0E-5,-0.6789
7.001E-5,-0.7133
7.002E-5,-0.7133
7.004E-5,-0.7133
7.005E-5,-0.7133
7.008E-5,-0.7133
7.014E-5,-0.7133
7.025E-5,-0.7133
7.048E-5,-0.7133
7.074E-5,-0.7133
7.101E-5,-0.7133
7.102E-5,-0.7133
7.104E-5,-0.7133
7.107E-5,-0.7133
7.109E-5,-0.7133
7.114E-5,-0.7133
7.124E-5,-0.7133
7.144E-5,-0.7134
7.172E-5,-0.7134
7.2E-5,-0.7135
7.201E-5,-0.7367
7.203E-5,-0.7367
7.205E-5,-0.7367
7.207E-5,-0.7367
7.211E-5,-0.7367
7.219E-5,-0.7367
7.235E-5,-0.7367
7.266E-5,-0.7367
7.301E-5,-0.7367
7.302E-5,-0.7367
7.304E-5,-0.7367
7.308E-5,-0.7367
7.311E-5,-0.7367
7.318E-5,-0.7367
7.331E-5,-0.7367
7.357E-5,-0.7368
7.4E-5,-0.7368
7.401E-5,-0.7485
7.403E-5,-0.7485
7.406E-5,-0.7485
7.408E-5,-0.7485
7.414E-5,-0.7485
7.424E-5,-0.7485
7.445E-5,-0.7485
7.473E-5,-0.7485
7.501E-5,-0.7485
7.502E-5,-0.7485
7.504E-5,-0.7485
7.508E-5,-0.7485
7.514E-5,-0.7485
7.525E-5,-0.7485
7.547E-5,-0.7485
7.574E-5,-0.7485
7.600E-5,-0.7485
7.601E-5,-0.7485
7.603E-5,-0.7485
7.607E-5,-0.7485
7.615E-5,-0.7485
7.631E-5,-0.7485
7.663E-5,-0.7485
7.701E-5,-0.7485
7.702E-5,-0.7485
7.704E-5,-0.7485
7.708E-5,-0.7485
7.712E-5,-0.7485
7.72E-5,-0.7485
7.735E-5,-0.7485
7.766E-5,-0.7485
7.8E-5,-0.7484
7.801E-5,-0.7367
7.803E-5,-0.7367
7.806E-5,-0.7367
7.808E-5,-0.7367
7.814E-5,-0.7367
7.824E-5,-0.7367
7.845E-5,-0.7367
7.873E-5,-0.7367
7.901E-5,-0.7367
7.902E-5,-0.7367
7.904E-5,-0.7367
7.908E-5,-0.7367
7.911E-5,-0.7367
7.917E-5,-0.7367
7.928E-5,-0.7367
7.952E-5,-0.7366
7.976E-5,-0.7366
8.0E-5,-0.7366
8.001E-5,-0.7133
8.003E-5,-0.7133
8.005E-5,-0.7133
8.007E-5,-0.7133
8.011E-5,-0.7133
8.019E-5,-0.7133
8.035E-5,-0.7133
8.067E-5,-0.7133
8.101E-5,-0.7133
8.102E-5,-0.7133
8.104E-5,-0.7133
8.106E-5,-0.7133
8.109E-5,-0.7133
8.113E-5,-0.7133
8.123E-5,-0.7133
8.141E-5,-0.7132
8.17E-5,-0.7131
8.2E-5,-0.7130
8.201E-5,-0.6786
8.202E-5,-0.6786
8.204E-5,-0.6786
8.205E-5,-0.6786
8.208E-5,-0.6786
8.214E-5,-0.6786
8.225E-5,-0.6786
8.248E-5,-0.6786
8.274E-5,-0.6786
8.301E-5,-0.6786
8.302E-5,-0.6786
8.304E-5,-0.6786
8.306E-5,-0.6786
8.308E-5,-0.6786
8.312E-5,-0.6786
8.32E-5,-0.6786
8.337E-5,-0.6785
8.370E-5,-0.6784
8.4E-5,-0.6783
8.401E-5,-0.6332
8.402E-5,-0.6332
8.403E-5,-0.6332
8.405E-5,-0.6332
8.407E-5,-0.6332
8.412E-5,-0.6332
8.422E-5,-0.6332
8.441E-5,-0.6332
8.471E-5,-0.6332
8.501E-5,-0.6332
8.502E-5,-0.6332
8.503E-5,-0.6332
8.505E-5,-0.6332
8.507E-5,-0.6332
8.51E-5,-0.6332
8.517E-5,-0.6332
8.53E-5,-0.6332
8.556E-5,-0.6331
8.6E-5,-0.6328
8.601E-5,-0.5779
8.602E-5,-0.5779
8.603E-5,-0.5779
8.604E-5,-0.5779
8.606E-5,-0.5779
8.611E-5,-0.5779
8.620E-5,-0.5779
8.637E-5,-0.5779
8.672E-5,-0.5779
8.701E-5,-0.5779
8.702E-5,-0.5779
8.703E-5,-0.5779
8.705E-5,-0.5779
8.706E-5,-0.5779
8.709E-5,-0.5779
8.715E-5,-0.5778
8.727E-5,-0.5778
8.752E-5,-0.5777
8.776E-5,-0.5776
8.8E-5,-0.5774
8.801E-5,-0.5134
8.802E-5,-0.5134
8.802E-5,-0.5134
8.803E-5,-0.5134
8.803E-5,-0.5134
8.803E-5,-0.5134
8.804E-5,-0.5134
8.804E-5,-0.5134
8.804E-5,-0.5134
8.805E-5,-0.5134
8.808E-5,-0.5134
8.812E-5,-0.5134
8.821E-5,-0.5134
8.838E-5,-0.5134
8.873E-5,-0.5134
8.901E-5,-0.5134
8.902E-5,-0.5134
8.903E-5,-0.5134
8.905E-5,-0.5134
8.906E-5,-0.5134
8.909E-5,-0.5134
8.914E-5,-0.5134
8.926E-5,-0.5133
8.948E-5,-0.5132
8.974E-5,-0.5131
9.0E-5,-0.5129
9.001E-5,-0.4408
9.002E-5,-0.4408
9.003E-5,-0.4408
9.004E-5,-0.4408
9.006E-5,-0.4408
9.009E-5,-0.4408
9.017E-5,-0.4408
9.032E-5,-0.4408
9.063E-5,-0.4408
9.101E-5,-0.4408
9.102E-5,-0.4408
9.103E-5,-0.4408
9.105E-5,-0.4408
9.106E-5,-0.4408
9.109E-5,-0.4408
9.114E-5,-0.4408
9.125E-5,-0.4407
9.146E-5,-0.4406
9.173E-5,-0.4405
9.200E-5,-0.4403
9.201E-5,-0.3613
9.202E-5,-0.3613
9.203E-5,-0.3613
9.204E-5,-0.3613
9.205E-5,-0.3613
9.209E-5,-0.3613
9.216E-5,-0.3613
9.231E-5,-0.3613
9.26E-5,-0.3613
9.301E-5,-0.3613
9.302E-5,-0.3613
9.303E-5,-0.3613
9.304E-5,-0.3613
9.306E-5,-0.3613
9.308E-5,-0.3613
9.313E-5,-0.3613
9.324E-5,-0.3612
9.344E-5,-0.3611
9.372E-5,-0.3609
9.4E-5,-0.3607
9.401E-5,-0.2761
9.401E-5,-0.2761
9.402E-5,-0.2761
9.402E-5,-0.2761
9.403E-5,-0.2761
9.403E-5,-0.2761
9.403E-5,-0.2761
9.403E-5,-0.2761
9.403E-5,-0.2761
9.404E-5,-0.2761
9.404E-5,-0.2761
9.405E-5,-0.2761
9.407E-5,-0.2761
9.41E-5,-0.2761
9.417E-5,-0.2761
9.431E-5,-0.2761
9.459E-5,-0.2761
9.501E-5,-0.2761
9.502E-5,-0.2761
9.503E-5,-0.2761
9.504E-5,-0.2761
9.506E-5,-0.2761
9.508E-5,-0.2761
9.513E-5,-0.2760
9.523E-5,-0.2760
9.543E-5,-0.2759
9.571E-5,-0.2757
9.6E-5,-0.2754
9.601E-5,-0.1865
9.602E-5,-0.1865
9.603E-5,-0.1865
9.603E-5,-0.1865
9.605E-5,-0.1865
9.609E-5,-0.1865
9.615E-5,-0.1865
9.629E-5,-0.1865
9.656E-5,-0.1865
9.701E-5,-0.1865
9.702E-5,-0.1865
9.703E-5,-0.1865
9.704E-5,-0.1865
9.706E-5,-0.1865
9.708E-5,-0.1865
9.713E-5,-0.1865
9.723E-5,-0.1864
9.742E-5,-0.1863
9.771E-5,-0.1861
9.8E-5,-0.1858
9.801E-5,-0.09401
9.802E-5,-0.09401
9.803E-5,-0.09401
9.803E-5,-0.09401
9.805E-5,-0.09401
9.808E-5,-0.09401
9.815E-5,-0.09401
9.829E-5,-0.09401
9.855E-5,-0.09401
9.901E-5,-0.09401
9.902E-5,-0.09400
9.903E-5,-0.09400
9.904E-5,-0.09399
9.905E-5,-0.09399
9.908E-5,-0.09397
9.913E-5,-0.09395
9.922E-5,-0.09390
9.942E-5,-0.09378
9.971E-5,-0.09356
1.0E-4,-0.09331
1.0E-4,-8.813E-6
1.0E-4,-8.812E-6
1.0E-4,-8.812E-6
1.0E-4,-8.812E-6
1.001E-4,-8.812E-6
1.001E-4,-8.812E-6
1.002E-4,-8.812E-6
1.003E-4,-8.812E-6
1.006E-4,-8.812E-6
1.01E-4,-8.811E-6
1.01E-4,-4.055E-6
1.01E-4,1.029E-6
1.01E-4,5.904E-6
1.01E-4,7.607E-6
1.01E-4,9.215E-6
1.011E-4,1.083E-5
1.011E-4,1.203E-5
1.011E-4,1.341E-5
1.011E-4,1.477E-5
1.011E-4,1.749E-5
1.011E-4,2.298E-5
1.011E-4,3.412E-5
1.011E-4,5.707E-5
1.012E-4,1.056E-4
1.014E-4,2.133E-4
1.018E-4,4.709E-4
1.02E-4,6.891E-4
1.02E-4,0.09400
1.02E-4,0.09400
1.02E-4,0.09400
1.02E-4,0.09400
1.021E-4,0.09400
1.021E-4,0.09400
1.022E-4,0.09400
1.023E-4,0.09400
1.026E-4,0.09400
1.03E-4,0.09400
1.03E-4,0.09400
1.03E-4,0.09400
1.03E-4,0.09401
1.031E-4,0.09402
1.031E-4,0.09403
1.031E-4,0.09405
1.032E-4,0.09411
1.034E-4,0.09422
1.037E-4,0.09444
1.04E-4,0.09468
1.04E-4,0.1865
1.04E-4,0.1865
1.04E-4,0.1865
1.04E-4,0.1865
1.041E-4,0.1865
1.041E-4,0.1865
1.042E-4,0.1865
1.043E-4,0.1865
1.046E-4,0.1865
1.05E-4,0.1865
1.05E-4,0.1865
1.05E-4,0.1865
1.05E-4,0.1865
1.051E-4,0.1865
1.051E-4,0.1865
1.051E-4,0.1866
1.052E-4,0.1866
1.054E-4,0.1867
1.057E-4,0.1869
1.06E-4,0.1872
1.06E-4,0.2761
1.06E-4,0.2761
1.06E-4,0.2761
1.06E-4,0.2761
1.061E-4,0.2761
1.061E-4,0.2761
1.062E-4,0.2761
1.063E-4,0.2761
1.066E-4,0.2761
1.07E-4,0.2761
1.07E-4,0.2761
1.07E-4,0.2761
1.07E-4,0.2761
1.071E-4,0.2761
1.071E-4,0.2761
1.071E-4,0.2761
1.072E-4,0.2762
1.074E-4,0.2763
1.077E-4,0.2765
1.08E-4,0.2767
1.08E-4,0.3613
1.08E-4,0.3613
1.08E-4,0.3613
1.08E-4,0.3613
