"time (s)","VT("/vhold") (V)"
8.96E-4,-0.1865
8.961E-4,-0.1865
8.961E-4,-0.1865
8.962E-4,-0.1865
8.963E-4,-0.1865
8.966E-4,-0.1865
8.97E-4,-0.1865
8.97E-4,-0.1865
8.97E-4,-0.1865
8.97E-4,-0.1865
8.971E-4,-0.1865
8.971E-4,-0.1865
8.971E-4,-0.1865
8.972E-4,-0.1864
8.974E-4,-0.1863
8.977E-4,-0.1861
8.98E-4,-0.1858
8.98E-4,-0.09401
8.98E-4,-0.09401
8.98E-4,-0.09401
8.98E-4,-0.09401
8.981E-4,-0.09401
8.981E-4,-0.09401
8.982E-4,-0.09401
8.983E-4,-0.09401
8.986E-4,-0.09401
8.99E-4,-0.09401
8.99E-4,-0.09400
8.99E-4,-0.09400
8.99E-4,-0.09399
8.991E-4,-0.09399
8.991E-4,-0.09397
8.991E-4,-0.09395
8.992E-4,-0.09390
8.994E-4,-0.09378
8.997E-4,-0.09356
9.0E-4,-0.09331
9.0E-4,-8.813E-6
9.0E-4,-8.812E-6
9.0E-4,-8.812E-6
9.0E-4,-8.812E-6
9.001E-4,-8.812E-6
9.001E-4,-8.812E-6
9.002E-4,-8.812E-6
9.003E-4,-8.812E-6
9.006E-4,-8.812E-6
9.01E-4,-8.811E-6
9.01E-4,-4.055E-6
9.01E-4,1.029E-6
9.01E-4,5.904E-6
9.01E-4,7.607E-6
9.01E-4,9.215E-6
9.011E-4,1.083E-5
9.011E-4,1.203E-5
9.011E-4,1.341E-5
9.011E-4,1.477E-5
9.011E-4,1.749E-5
9.011E-4,2.298E-5
9.011E-4,3.412E-5
9.011E-4,5.707E-5
9.012E-4,1.056E-4
9.014E-4,2.133E-4
9.018E-4,4.709E-4
9.02E-4,6.891E-4
9.02E-4,0.09400
9.02E-4,0.09400
9.02E-4,0.09400
9.02E-4,0.09400
9.021E-4,0.09400
9.021E-4,0.09400
9.022E-4,0.09400
9.023E-4,0.09400
9.026E-4,0.09400
9.03E-4,0.09400
9.03E-4,0.09400
9.03E-4,0.09400
9.03E-4,0.09401
9.031E-4,0.09402
9.031E-4,0.09403
9.031E-4,0.09405
9.032E-4,0.09411
9.034E-4,0.09422
9.037E-4,0.09444
9.040E-4,0.09468
9.040E-4,0.1865
9.040E-4,0.1865
9.040E-4,0.1865
9.040E-4,0.1865
9.041E-4,0.1865
9.041E-4,0.1865
9.042E-4,0.1865
9.043E-4,0.1865
9.046E-4,0.1865
9.05E-4,0.1865
9.05E-4,0.1865
9.05E-4,0.1865
9.05E-4,0.1865
9.051E-4,0.1865
9.051E-4,0.1865
9.051E-4,0.1866
9.052E-4,0.1866
9.054E-4,0.1867
9.057E-4,0.1869
9.06E-4,0.1872
9.06E-4,0.2761
9.06E-4,0.2761
9.06E-4,0.2761
9.06E-4,0.2761
9.061E-4,0.2761
9.061E-4,0.2761
9.062E-4,0.2761
9.063E-4,0.2761
9.066E-4,0.2761
9.07E-4,0.2761
9.07E-4,0.2761
9.07E-4,0.2761
9.07E-4,0.2761
9.071E-4,0.2761
9.071E-4,0.2761
9.071E-4,0.2761
9.072E-4,0.2762
9.074E-4,0.2763
9.077E-4,0.2765
9.08E-4,0.2767
9.08E-4,0.3613
9.08E-4,0.3613
9.08E-4,0.3613
9.08E-4,0.3613
9.08E-4,0.3613
9.08E-4,0.3613
9.08E-4,0.3613
9.08E-4,0.3613
9.08E-4,0.3613
9.08E-4,0.3613
9.08E-4,0.3613
9.08E-4,0.3613
9.081E-4,0.3613
9.081E-4,0.3613
9.082E-4,0.3613
9.083E-4,0.3613
9.086E-4,0.3613
9.09E-4,0.3613
9.09E-4,0.3613
9.09E-4,0.3613
9.09E-4,0.3613
9.091E-4,0.3613
9.091E-4,0.3613
9.091E-4,0.3614
9.092E-4,0.3614
9.094E-4,0.3615
9.097E-4,0.3617
9.1E-4,0.3619
9.1E-4,0.4408
9.1E-4,0.4408
9.1E-4,0.4408
9.1E-4,0.4408
9.101E-4,0.4408
9.101E-4,0.4408
9.102E-4,0.4408
9.103E-4,0.4408
9.106E-4,0.4408
9.11E-4,0.4408
9.11E-4,0.4408
9.11E-4,0.4408
9.11E-4,0.4408
9.111E-4,0.4409
9.111E-4,0.4409
9.111E-4,0.4409
9.113E-4,0.4409
9.115E-4,0.4410
9.117E-4,0.4412
9.120E-4,0.4414
9.120E-4,0.5134
9.120E-4,0.5134
9.120E-4,0.5134
9.120E-4,0.5134
9.121E-4,0.5134
9.121E-4,0.5134
9.122E-4,0.5134
9.123E-4,0.5134
9.126E-4,0.5134
9.13E-4,0.5134
9.13E-4,0.5134
9.13E-4,0.5134
9.13E-4,0.5134
9.131E-4,0.5134
9.131E-4,0.5134
9.131E-4,0.5135
9.133E-4,0.5135
9.135E-4,0.5136
9.137E-4,0.5137
9.14E-4,0.5139
9.14E-4,0.5779
9.14E-4,0.5779
9.14E-4,0.5779
9.14E-4,0.5779
9.14E-4,0.5779
9.14E-4,0.5779
9.14E-4,0.5779
9.14E-4,0.5779
9.14E-4,0.5779
9.141E-4,0.5779
9.141E-4,0.5779
9.141E-4,0.5779
9.142E-4,0.5779
9.144E-4,0.5779
9.147E-4,0.5779
9.15E-4,0.5779
9.15E-4,0.5779
9.15E-4,0.5779
9.15E-4,0.5779
9.151E-4,0.5779
9.151E-4,0.5779
9.152E-4,0.5779
9.153E-4,0.5780
9.155E-4,0.5781
9.16E-4,0.5783
9.16E-4,0.6332
9.16E-4,0.6332
9.16E-4,0.6332
9.16E-4,0.6332
9.161E-4,0.6332
9.161E-4,0.6332
9.162E-4,0.6332
9.164E-4,0.6332
9.167E-4,0.6332
9.17E-4,0.6332
9.17E-4,0.6332
9.17E-4,0.6333
9.171E-4,0.6333
9.171E-4,0.6333
9.171E-4,0.6333
9.172E-4,0.6333
9.174E-4,0.6333
9.177E-4,0.6335
9.18E-4,0.6336
9.18E-4,0.6786
9.18E-4,0.6786
9.18E-4,0.6786
9.18E-4,0.6786
9.181E-4,0.6786
9.181E-4,0.6786
9.182E-4,0.6786
9.184E-4,0.6786
9.187E-4,0.6786
9.19E-4,0.6786
9.19E-4,0.6786
9.19E-4,0.6786
9.191E-4,0.6786
9.191E-4,0.6786
9.191E-4,0.6786
9.192E-4,0.6787
9.194E-4,0.6787
9.197E-4,0.6788
9.200E-4,0.6789
9.200E-4,0.7133
9.200E-4,0.7133
9.200E-4,0.7133
9.201E-4,0.7133
9.201E-4,0.7133
9.201E-4,0.7133
9.202E-4,0.7133
9.205E-4,0.7133
9.207E-4,0.7133
9.21E-4,0.7133
9.21E-4,0.7133
9.21E-4,0.7133
9.211E-4,0.7133
9.211E-4,0.7133
9.211E-4,0.7133
9.212E-4,0.7133
9.214E-4,0.7134
9.217E-4,0.7134
9.22E-4,0.7135
9.22E-4,0.7367
9.22E-4,0.7367
9.221E-4,0.7367
9.221E-4,0.7367
9.221E-4,0.7367
9.222E-4,0.7367
9.223E-4,0.7367
9.227E-4,0.7367
9.23E-4,0.7367
9.23E-4,0.7367
9.23E-4,0.7367
9.231E-4,0.7367
9.231E-4,0.7367
9.232E-4,0.7367
9.233E-4,0.7367
9.236E-4,0.7368
9.24E-4,0.7368
9.24E-4,0.7485
9.24E-4,0.7485
9.241E-4,0.7485
9.241E-4,0.7485
9.241E-4,0.7485
9.242E-4,0.7485
9.244E-4,0.7485
9.247E-4,0.7485
9.25E-4,0.7485
9.25E-4,0.7485
9.25E-4,0.7485
9.251E-4,0.7485
9.251E-4,0.7485
9.252E-4,0.7485
9.255E-4,0.7485
9.257E-4,0.7485
9.26E-4,0.7485
9.26E-4,0.7485
9.26E-4,0.7485
9.261E-4,0.7485
9.262E-4,0.7485
9.263E-4,0.7485
9.266E-4,0.7485
9.27E-4,0.7485
9.27E-4,0.7485
9.27E-4,0.7485
9.271E-4,0.7485
9.271E-4,0.7485
9.272E-4,0.7485
9.273E-4,0.7485
9.277E-4,0.7485
9.28E-4,0.7484
9.28E-4,0.7367
9.28E-4,0.7367
9.281E-4,0.7367
9.281E-4,0.7367
9.281E-4,0.7367
9.282E-4,0.7367
9.284E-4,0.7367
9.287E-4,0.7367
9.290E-4,0.7367
9.290E-4,0.7367
9.290E-4,0.7367
9.291E-4,0.7367
9.291E-4,0.7367
9.292E-4,0.7367
9.293E-4,0.7367
9.295E-4,0.7366
9.298E-4,0.7366
9.3E-4,0.7366
9.3E-4,0.7133
9.3E-4,0.7133
9.301E-4,0.7133
9.301E-4,0.7133
9.301E-4,0.7133
9.302E-4,0.7133
9.303E-4,0.7133
9.307E-4,0.7133
9.31E-4,0.7133
9.31E-4,0.7133
9.31E-4,0.7133
9.311E-4,0.7133
9.311E-4,0.7133
9.311E-4,0.7133
9.312E-4,0.7133
9.314E-4,0.7132
9.317E-4,0.7131
9.32E-4,0.7130
9.32E-4,0.6786
9.32E-4,0.6786
9.32E-4,0.6786
9.321E-4,0.6786
9.321E-4,0.6786
9.321E-4,0.6786
9.322E-4,0.6786
9.325E-4,0.6786
9.327E-4,0.6786
9.33E-4,0.6786
9.33E-4,0.6786
9.33E-4,0.6786
9.331E-4,0.6786
9.331E-4,0.6786
9.331E-4,0.6786
9.332E-4,0.6786
9.334E-4,0.6785
9.337E-4,0.6784
9.34E-4,0.6783
9.34E-4,0.6332
9.34E-4,0.6332
9.34E-4,0.6332
9.34E-4,0.6332
9.341E-4,0.6332
9.341E-4,0.6332
9.342E-4,0.6332
9.344E-4,0.6332
9.347E-4,0.6332
9.35E-4,0.6332
9.35E-4,0.6332
9.35E-4,0.6332
9.351E-4,0.6332
9.351E-4,0.6332
9.351E-4,0.6332
9.352E-4,0.6332
9.353E-4,0.6332
9.356E-4,0.6331
9.36E-4,0.6328
9.36E-4,0.5779
9.36E-4,0.5779
9.36E-4,0.5779
9.36E-4,0.5779
9.361E-4,0.5779
9.361E-4,0.5779
9.362E-4,0.5779
9.364E-4,0.5779
9.367E-4,0.5779
9.370E-4,0.5779
9.370E-4,0.5779
9.370E-4,0.5779
9.370E-4,0.5779
9.371E-4,0.5779
9.371E-4,0.5779
9.372E-4,0.5778
9.373E-4,0.5778
9.375E-4,0.5777
9.378E-4,0.5776
9.38E-4,0.5774
9.38E-4,0.5134
9.38E-4,0.5134
9.38E-4,0.5134
9.38E-4,0.5134
9.38E-4,0.5134
9.38E-4,0.5134
9.38E-4,0.5134
9.38E-4,0.5134
9.38E-4,0.5134
9.381E-4,0.5134
9.381E-4,0.5134
9.381E-4,0.5134
9.382E-4,0.5134
9.384E-4,0.5134
9.387E-4,0.5134
9.39E-4,0.5134
9.39E-4,0.5134
9.39E-4,0.5134
9.39E-4,0.5134
9.391E-4,0.5134
9.391E-4,0.5134
9.391E-4,0.5134
9.393E-4,0.5133
9.395E-4,0.5132
9.397E-4,0.5131
9.4E-4,0.5129
9.4E-4,0.4408
9.4E-4,0.4408
9.4E-4,0.4408
9.4E-4,0.4408
9.401E-4,0.4408
9.401E-4,0.4408
9.402E-4,0.4408
9.403E-4,0.4408
9.406E-4,0.4408
9.41E-4,0.4408
9.41E-4,0.4408
9.41E-4,0.4408
9.41E-4,0.4408
9.411E-4,0.4408
9.411E-4,0.4408
9.411E-4,0.4408
9.412E-4,0.4407
9.415E-4,0.4406
9.417E-4,0.4405
9.42E-4,0.4403
9.42E-4,0.3613
9.42E-4,0.3613
9.42E-4,0.3613
9.42E-4,0.3613
9.421E-4,0.3613
9.421E-4,0.3613
9.422E-4,0.3613
9.423E-4,0.3613
9.426E-4,0.3613
9.43E-4,0.3613
9.43E-4,0.3613
9.43E-4,0.3613
9.43E-4,0.3613
9.431E-4,0.3613
9.431E-4,0.3613
9.431E-4,0.3613
9.432E-4,0.3612
9.434E-4,0.3611
9.437E-4,0.3609
9.44E-4,0.3607
9.44E-4,0.2761
9.44E-4,0.2761
9.44E-4,0.2761
9.44E-4,0.2761
9.44E-4,0.2761
9.44E-4,0.2761
9.44E-4,0.2761
9.44E-4,0.2761
9.44E-4,0.2761
9.44E-4,0.2761
9.44E-4,0.2761
9.44E-4,0.2761
9.441E-4,0.2761
9.441E-4,0.2761
9.442E-4,0.2761
9.443E-4,0.2761
9.446E-4,0.2761
9.450E-4,0.2761
9.450E-4,0.2761
9.450E-4,0.2761
9.450E-4,0.2761
9.451E-4,0.2761
9.451E-4,0.2761
9.451E-4,0.2760
9.452E-4,0.2760
9.454E-4,0.2759
9.457E-4,0.2757
9.46E-4,0.2754
9.46E-4,0.1865
9.46E-4,0.1865
9.46E-4,0.1865
9.46E-4,0.1865
9.461E-4,0.1865
9.461E-4,0.1865
9.462E-4,0.1865
9.463E-4,0.1865
9.466E-4,0.1865
9.47E-4,0.1865
9.47E-4,0.1865
9.47E-4,0.1865
9.47E-4,0.1865
9.471E-4,0.1865
9.471E-4,0.1865
9.471E-4,0.1865
9.472E-4,0.1864
9.474E-4,0.1863
9.477E-4,0.1861
9.48E-4,0.1858
9.48E-4,0.09401
9.48E-4,0.09401
9.48E-4,0.09401
9.48E-4,0.09401
9.481E-4,0.09401
9.481E-4,0.09401
9.482E-4,0.09401
9.483E-4,0.09401
9.486E-4,0.09401
9.49E-4,0.09401
9.49E-4,0.09400
9.49E-4,0.09400
9.49E-4,0.09399
9.491E-4,0.09399
9.491E-4,0.09397
9.491E-4,0.09395
9.492E-4,0.09390
9.494E-4,0.09378
9.497E-4,0.09356
9.5E-4,0.09331
9.5E-4,8.813E-6
9.5E-4,8.812E-6
9.5E-4,8.812E-6
9.5E-4,8.812E-6
9.501E-4,8.812E-6
9.501E-4,8.812E-6
9.502E-4,8.812E-6
9.503E-4,8.812E-6
9.506E-4,8.812E-6
9.51E-4,8.811E-6
9.51E-4,4.055E-6
9.51E-4,-1.029E-6
9.51E-4,-5.904E-6
9.51E-4,-7.607E-6
9.51E-4,-9.215E-6
9.511E-4,-1.083E-5
9.511E-4,-1.203E-5
9.511E-4,-1.341E-5
9.511E-4,-1.477E-5
9.511E-4,-1.749E-5
9.511E-4,-2.298E-5
9.511E-4,-3.412E-5
9.511E-4,-5.707E-5
9.512E-4,-1.056E-4
9.514E-4,-2.133E-4
9.518E-4,-4.709E-4
9.52E-4,-6.891E-4
9.52E-4,-0.09400
9.52E-4,-0.09400
9.52E-4,-0.09400
9.52E-4,-0.09400
9.521E-4,-0.09400
9.521E-4,-0.09400
9.522E-4,-0.09400
9.523E-4,-0.09400
9.526E-4,-0.09400
9.53E-4,-0.09400
9.53E-4,-0.09400
9.53E-4,-0.09400
9.53E-4,-0.09401
9.531E-4,-0.09402
9.531E-4,-0.09403
9.531E-4,-0.09405
9.532E-4,-0.09411
9.534E-4,-0.09422
9.537E-4,-0.09444
9.540E-4,-0.09468
9.540E-4,-0.1865
9.540E-4,-0.1865
9.540E-4,-0.1865
9.540E-4,-0.1865
9.541E-4,-0.1865
9.541E-4,-0.1865
9.542E-4,-0.1865
9.543E-4,-0.1865
9.546E-4,-0.1865
9.55E-4,-0.1865
9.55E-4,-0.1865
9.55E-4,-0.1865
9.55E-4,-0.1865
9.551E-4,-0.1865
9.551E-4,-0.1865
9.551E-4,-0.1866
9.552E-4,-0.1866
9.554E-4,-0.1867
9.557E-4,-0.1869
9.56E-4,-0.1872
9.56E-4,-0.2761
9.56E-4,-0.2761
9.56E-4,-0.2761
9.56E-4,-0.2761
9.561E-4,-0.2761
9.561E-4,-0.2761
9.562E-4,-0.2761
9.563E-4,-0.2761
9.566E-4,-0.2761
9.57E-4,-0.2761
9.57E-4,-0.2761
9.57E-4,-0.2761
9.57E-4,-0.2761
9.571E-4,-0.2761
9.571E-4,-0.2761
9.571E-4,-0.2761
9.572E-4,-0.2762
9.574E-4,-0.2763
9.577E-4,-0.2765
9.58E-4,-0.2767
9.58E-4,-0.3613
9.58E-4,-0.3613
9.58E-4,-0.3613
9.58E-4,-0.3613
9.58E-4,-0.3613
9.58E-4,-0.3613
9.58E-4,-0.3613
9.58E-4,-0.3613
9.58E-4,-0.3613
9.58E-4,-0.3613
9.58E-4,-0.3613
9.58E-4,-0.3613
9.581E-4,-0.3613
9.581E-4,-0.3613
9.582E-4,-0.3613
9.583E-4,-0.3613
9.586E-4,-0.3613
9.59E-4,-0.3613
9.59E-4,-0.3613
9.59E-4,-0.3613
9.59E-4,-0.3613
9.591E-4,-0.3613
9.591E-4,-0.3613
9.591E-4,-0.3614
9.592E-4,-0.3614
9.594E-4,-0.3615
9.597E-4,-0.3617
9.6E-4,-0.3619
9.6E-4,-0.4408
9.6E-4,-0.4408
9.6E-4,-0.4408
9.6E-4,-0.4408
9.601E-4,-0.4408
9.601E-4,-0.4408
9.602E-4,-0.4408
9.603E-4,-0.4408
9.606E-4,-0.4408
9.61E-4,-0.4408
9.61E-4,-0.4408
9.61E-4,-0.4408
9.61E-4,-0.4408
9.611E-4,-0.4409
9.611E-4,-0.4409
9.611E-4,-0.4409
9.613E-4,-0.4409
9.615E-4,-0.4410
9.617E-4,-0.4412
9.620E-4,-0.4414
9.620E-4,-0.5134
9.620E-4,-0.5134
9.620E-4,-0.5134
9.620E-4,-0.5134
9.621E-4,-0.5134
9.621E-4,-0.5134
9.622E-4,-0.5134
9.623E-4,-0.5134
9.626E-4,-0.5134
9.63E-4,-0.5134
9.63E-4,-0.5134
9.63E-4,-0.5134
9.63E-4,-0.5134
9.631E-4,-0.5134
9.631E-4,-0.5134
9.631E-4,-0.5135
9.633E-4,-0.5135
9.635E-4,-0.5136
9.637E-4,-0.5137
9.64E-4,-0.5139
9.64E-4,-0.5779
9.64E-4,-0.5779
9.64E-4,-0.5779
9.64E-4,-0.5779
9.64E-4,-0.5779
9.64E-4,-0.5779
9.64E-4,-0.5779
9.64E-4,-0.5779
9.64E-4,-0.5779
9.641E-4,-0.5779
9.641E-4,-0.5779
9.641E-4,-0.5779
9.642E-4,-0.5779
9.644E-4,-0.5779
9.647E-4,-0.5779
9.65E-4,-0.5779
9.65E-4,-0.5779
9.65E-4,-0.5779
9.65E-4,-0.5779
9.651E-4,-0.5779
9.651E-4,-0.5779
9.652E-4,-0.5779
9.653E-4,-0.5780
9.655E-4,-0.5781
9.66E-4,-0.5783
9.66E-4,-0.6332
9.66E-4,-0.6332
9.66E-4,-0.6332
9.66E-4,-0.6332
9.661E-4,-0.6332
9.661E-4,-0.6332
9.662E-4,-0.6332
9.664E-4,-0.6332
9.667E-4,-0.6332
9.67E-4,-0.6332
9.67E-4,-0.6332
9.67E-4,-0.6333
9.671E-4,-0.6333
9.671E-4,-0.6333
9.671E-4,-0.6333
9.672E-4,-0.6333
9.674E-4,-0.6333
9.677E-4,-0.6335
9.68E-4,-0.6336
9.68E-4,-0.6786
9.68E-4,-0.6786
9.68E-4,-0.6786
9.68E-4,-0.6786
9.681E-4,-0.6786
9.681E-4,-0.6786
9.682E-4,-0.6786
9.684E-4,-0.6786
9.687E-4,-0.6786
9.69E-4,-0.6786
9.69E-4,-0.6786
9.69E-4,-0.6786
9.691E-4,-0.6786
9.691E-4,-0.6786
9.691E-4,-0.6786
9.692E-4,-0.6787
9.694E-4,-0.6787
9.697E-4,-0.6788
9.700E-4,-0.6789
9.700E-4,-0.7133
9.700E-4,-0.7133
9.700E-4,-0.7133
9.701E-4,-0.7133
9.701E-4,-0.7133
9.701E-4,-0.7133
9.702E-4,-0.7133
9.705E-4,-0.7133
9.707E-4,-0.7133
9.71E-4,-0.7133
9.71E-4,-0.7133
9.71E-4,-0.7133
9.711E-4,-0.7133
9.711E-4,-0.7133
9.711E-4,-0.7133
9.712E-4,-0.7133
9.714E-4,-0.7134
9.717E-4,-0.7134
9.72E-4,-0.7135
9.72E-4,-0.7367
9.72E-4,-0.7367
9.721E-4,-0.7367
9.721E-4,-0.7367
9.721E-4,-0.7367
9.722E-4,-0.7367
9.723E-4,-0.7367
9.727E-4,-0.7367
9.73E-4,-0.7367
9.73E-4,-0.7367
9.73E-4,-0.7367
9.731E-4,-0.7367
9.731E-4,-0.7367
9.732E-4,-0.7367
9.733E-4,-0.7367
9.736E-4,-0.7368
9.74E-4,-0.7368
9.74E-4,-0.7485
9.74E-4,-0.7485
9.741E-4,-0.7485
9.741E-4,-0.7485
9.741E-4,-0.7485
9.742E-4,-0.7485
9.744E-4,-0.7485
9.747E-4,-0.7485
9.75E-4,-0.7485
9.75E-4,-0.7485
9.75E-4,-0.7485
9.751E-4,-0.7485
9.751E-4,-0.7485
9.752E-4,-0.7485
9.755E-4,-0.7485
9.757E-4,-0.7485
9.76E-4,-0.7485
9.76E-4,-0.7485
9.76E-4,-0.7485
9.761E-4,-0.7485
9.762E-4,-0.7485
9.763E-4,-0.7485
9.766E-4,-0.7485
9.77E-4,-0.7485
9.77E-4,-0.7485
9.77E-4,-0.7485
9.771E-4,-0.7485
9.771E-4,-0.7485
9.772E-4,-0.7485
9.773E-4,-0.7485
9.777E-4,-0.7485
9.78E-4,-0.7484
9.78E-4,-0.7367
9.78E-4,-0.7367
9.781E-4,-0.7367
9.781E-4,-0.7367
9.781E-4,-0.7367
9.782E-4,-0.7367
9.784E-4,-0.7367
9.787E-4,-0.7367
9.790E-4,-0.7367
9.790E-4,-0.7367
9.790E-4,-0.7367
9.791E-4,-0.7367
9.791E-4,-0.7367
9.792E-4,-0.7367
9.793E-4,-0.7367
9.795E-4,-0.7366
9.798E-4,-0.7366
9.8E-4,-0.7366
9.8E-4,-0.7133
9.8E-4,-0.7133
9.801E-4,-0.7133
9.801E-4,-0.7133
9.801E-4,-0.7133
9.802E-4,-0.7133
9.803E-4,-0.7133
9.807E-4,-0.7133
9.81E-4,-0.7133
9.81E-4,-0.7133
9.81E-4,-0.7133
9.811E-4,-0.7133
9.811E-4,-0.7133
9.811E-4,-0.7133
9.812E-4,-0.7133
9.814E-4,-0.7132
9.817E-4,-0.7131
9.82E-4,-0.7130
9.82E-4,-0.6786
9.82E-4,-0.6786
9.82E-4,-0.6786
9.821E-4,-0.6786
9.821E-4,-0.6786
9.821E-4,-0.6786
9.822E-4,-0.6786
9.825E-4,-0.6786
9.827E-4,-0.6786
9.83E-4,-0.6786
9.83E-4,-0.6786
9.83E-4,-0.6786
9.831E-4,-0.6786
9.831E-4,-0.6786
9.831E-4,-0.6786
9.832E-4,-0.6786
9.834E-4,-0.6785
9.837E-4,-0.6784
9.84E-4,-0.6783
9.84E-4,-0.6332
9.84E-4,-0.6332
9.84E-4,-0.6332
9.84E-4,-0.6332
9.841E-4,-0.6332
9.841E-4,-0.6332
9.842E-4,-0.6332
9.844E-4,-0.6332
9.847E-4,-0.6332
9.85E-4,-0.6332
9.85E-4,-0.6332
9.85E-4,-0.6332
9.851E-4,-0.6332
9.851E-4,-0.6332
9.851E-4,-0.6332
9.852E-4,-0.6332
9.853E-4,-0.6332
9.856E-4,-0.6331
9.86E-4,-0.6328
9.86E-4,-0.5779
9.86E-4,-0.5779
9.86E-4,-0.5779
9.86E-4,-0.5779
9.861E-4,-0.5779
9.861E-4,-0.5779
9.862E-4,-0.5779
9.864E-4,-0.5779
9.867E-4,-0.5779
9.870E-4,-0.5779
9.870E-4,-0.5779
9.870E-4,-0.5779
9.870E-4,-0.5779
9.871E-4,-0.5779
9.871E-4,-0.5779
9.872E-4,-0.5778
9.873E-4,-0.5778
9.875E-4,-0.5777
9.878E-4,-0.5776
9.88E-4,-0.5774
9.88E-4,-0.5134
9.88E-4,-0.5134
9.88E-4,-0.5134
9.88E-4,-0.5134
9.88E-4,-0.5134
9.88E-4,-0.5134
9.88E-4,-0.5134
9.88E-4,-0.5134
9.88E-4,-0.5134
9.881E-4,-0.5134
9.881E-4,-0.5134
9.881E-4,-0.5134
9.882E-4,-0.5134
9.884E-4,-0.5134
9.887E-4,-0.5134
9.89E-4,-0.5134
9.89E-4,-0.5134
9.89E-4,-0.5134
9.89E-4,-0.5134
9.891E-4,-0.5134
9.891E-4,-0.5134
9.891E-4,-0.5134
9.893E-4,-0.5133
9.895E-4,-0.5132
9.897E-4,-0.5131
9.9E-4,-0.5129
9.9E-4,-0.4408
9.9E-4,-0.4408
9.9E-4,-0.4408
9.9E-4,-0.4408
9.901E-4,-0.4408
9.901E-4,-0.4408
9.902E-4,-0.4408
9.903E-4,-0.4408
9.906E-4,-0.4408
9.91E-4,-0.4408
9.91E-4,-0.4408
9.91E-4,-0.4408
9.91E-4,-0.4408
9.911E-4,-0.4408
9.911E-4,-0.4408
9.911E-4,-0.4408
9.912E-4,-0.4407
9.915E-4,-0.4406
9.917E-4,-0.4405
9.92E-4,-0.4403
9.92E-4,-0.3613
9.92E-4,-0.3613
9.92E-4,-0.3613
9.92E-4,-0.3613
9.921E-4,-0.3613
9.921E-4,-0.3613
9.922E-4,-0.3613
9.923E-4,-0.3613
9.926E-4,-0.3613
9.93E-4,-0.3613
9.93E-4,-0.3613
9.93E-4,-0.3613
9.93E-4,-0.3613
9.931E-4,-0.3613
9.931E-4,-0.3613
9.931E-4,-0.3613
9.932E-4,-0.3612
9.934E-4,-0.3611
9.937E-4,-0.3609
9.94E-4,-0.3607
9.94E-4,-0.2761
9.94E-4,-0.2761
9.94E-4,-0.2761
9.94E-4,-0.2761
9.94E-4,-0.2761
9.94E-4,-0.2761
9.94E-4,-0.2761
9.94E-4,-0.2761
9.94E-4,-0.2761
9.94E-4,-0.2761
9.94E-4,-0.2761
9.94E-4,-0.2761
9.941E-4,-0.2761
9.941E-4,-0.2761
9.942E-4,-0.2761
9.943E-4,-0.2761
9.946E-4,-0.2761
9.950E-4,-0.2761
9.950E-4,-0.2761
9.950E-4,-0.2761
9.950E-4,-0.2761
9.951E-4,-0.2761
9.951E-4,-0.2761
9.951E-4,-0.2760
9.952E-4,-0.2760
9.954E-4,-0.2759
9.957E-4,-0.2757
9.96E-4,-0.2754
9.96E-4,-0.1865
9.96E-4,-0.1865
9.96E-4,-0.1865
9.96E-4,-0.1865
9.961E-4,-0.1865
9.961E-4,-0.1865
9.962E-4,-0.1865
9.963E-4,-0.1865
9.966E-4,-0.1865
9.97E-4,-0.1865
9.97E-4,-0.1865
9.97E-4,-0.1865
9.97E-4,-0.1865
9.971E-4,-0.1865
9.971E-4,-0.1865
9.971E-4,-0.1865
9.972E-4,-0.1864
9.974E-4,-0.1863
9.977E-4,-0.1861
9.98E-4,-0.1858
9.98E-4,-0.09401
9.98E-4,-0.09401
9.98E-4,-0.09401
9.98E-4,-0.09401
9.981E-4,-0.09401
9.981E-4,-0.09401
9.982E-4,-0.09401
9.983E-4,-0.09401
9.986E-4,-0.09401
9.99E-4,-0.09401
9.99E-4,-0.09400
9.99E-4,-0.09400
9.99E-4,-0.09399
9.991E-4,-0.09399
9.991E-4,-0.09397
9.991E-4,-0.09395
9.992E-4,-0.09390
9.994E-4,-0.09378
9.997E-4,-0.09356
1.0E-3,-0.09331
